,Type,Rooms,Bathroom,CarSpots,Landsize,BuildingArea,YearBuilt,Price,SellerG,DateSold,Suburb,DistanceFromCenter,Lattitude,Longtitude,Regionname
208 Bastings St,house,3,,,,,,955000.0,Jellis,2016-09-17,Fairfield,5.8,,,Northern Metropolitan
208 Booran Rd,house,3,2.0,2.0,650.0,150.0,1950.0,1401000.0,Noel,2016-03-12,Ormond,11.8,-37.8986,145.0359,Southern Metropolitan
208 Central Rd,house,3,2.0,1.0,,,,1000000.0,Sell,2017-04-11,Nunawading,15.4,-37.8249,145.1739,Eastern Metropolitan
208 Gordon St,house,3,1.0,3.0,285.0,112.0,1930.0,,,,Footscray,6.4,-37.7953,144.8886,Western Metropolitan
208 Kerr St,house,2,2.0,2.0,0.0,,,,,,Fitzroy,1.6,-37.798,144.9837,Northern Metropolitan
208 Templestowe Rd,house,4,1.0,2.0,618.0,22.0,1960.0,903000.0,Barry,2016-06-27,Templestowe Lower,13.8,-37.7564,145.1043,Eastern Metropolitan
208/102 Wells St,flat,2,2.0,1.0,0.0,99.0,1995.0,600000.0,Greg,2016-07-11,Southbank,1.2,-37.828,144.9683,Southern Metropolitan
208/108 Flinders St,flat,1,1.0,0.0,1414.0,47.0,2014.0,375000.0,LITTLE,2016-10-15,Melbourne,2.8,-37.8161,144.9712,Northern Metropolitan
208/11 Central Av,flat,2,,,,,,490500.0,Ray,2016-07-11,Moorabbin,14.6,,,Southern Metropolitan
208/11 Hillingdon Pl,flat,1,1.0,1.0,0.0,,1900.0,550000.0,Biggin,2017-08-04,Prahran,4.5,-37.8516,144.9943,Southern Metropolitan
208/150 Peel St,flat,1,1.0,1.0,0.0,,,491000.0,Nelson,2016-03-09,North Melbourne,2.3,-37.8044,144.9566,Northern Metropolitan
208/25 Hotham St,flat,1,1.0,0.0,,25.0,1975.0,303500.0,hockingstuart,2017-08-26,East Melbourne,1.3,-37.81478,144.98957,Northern Metropolitan
208/277 Raglan St,flat,2,,,,,,,,,Preston,8.8,,,Northern Metropolitan
208/432 Geelong Rd,flat,2,,,,,,,,,West Footscray,6.4,,,Western Metropolitan
208/465 MacAulay Rd,flat,2,1.0,1.0,0.0,84.0,2010.0,460000.0,Rendina,2016-04-23,Kensington,4.2,-37.7948,144.9314,Northern Metropolitan
208/54 La Scala Av,flat,2,,,,,,460000.0,Edward,2017-10-14,Maribyrnong,4.3,,,Western Metropolitan
208/86 Altona St,flat,2,1.0,1.0,0.0,,,458000.0,Rendina,2016-07-30,Kensington,4.2,-37.7966,144.9254,Northern Metropolitan
2083 Malvern Rd,house,3,2.0,2.0,331.0,,,1105000.0,Buxton,2016-06-08,Malvern East,11.2,-37.877,145.067,Southern Metropolitan
209 Albert St,house,3,1.0,,,111.0,1890.0,1150000.0,Jellis,2017-10-28,Brunswick,5.2,-37.76904,144.9646,Northern Metropolitan
209 Arthur St,house,4,3.0,2.0,349.0,149.0,1980.0,,,,Fairfield,5.8,-37.7725,145.0205,Northern Metropolitan
209 Beach Rd,house,3,2.0,2.0,,,,1900000.0,Buxton,2017-08-26,Black Rock,17.3,-37.96374,145.01235,Southern Metropolitan
209 High St,house,4,1.0,2.0,236.0,,,600000.0,Nelson,2016-04-23,Preston,8.8,-37.7456,145.0025,Northern Metropolitan
209 Richardson St,house,2,1.0,,8970.0,,,938000.0,Collins,2017-10-28,Princes Hill,3.5,-37.7844,144.96876,Northern Metropolitan
209 Union St,house,5,1.0,1.0,441.0,202.0,1940.0,1075000.0,Brad,2017-05-27,Brunswick West,5.2,-37.77242,144.94458,Northern Metropolitan
209 Waterdale Rd,house,3,2.0,2.0,,157.0,1915.0,,,,Ivanhoe,7.8,-37.76078,145.0444,Eastern Metropolitan
209/12 Dickens St,flat,2,,,,,,,,,Elwood,7.2,,,Southern Metropolitan
209/18 Tanner St,flat,1,,,,,,511500.0,Fletchers,2017-07-10,Richmond,2.4,,,Northern Metropolitan
209/28 Tanner St,townhouse,1,1.0,1.0,1997.0,64.0,1920.0,,,,Richmond,2.4,-37.82324000000001,144.99174,Northern Metropolitan
209/4 La Scala Av,house,2,,,,,,,,,Maribyrnong,8.7,,,Western Metropolitan
209/45 York St,flat,1,,,,,,,,,Richmond,2.4,,,Northern Metropolitan
209/48 Rose St,flat,2,,,,,,,,,Fitzroy,1.6,,,Northern Metropolitan
209/5 Stawell St,flat,1,1.0,1.0,547.0,58.0,1900.0,443000.0,Nelson,2016-09-24,West Melbourne,1.9,-37.806,144.942,Northern Metropolitan
209/64 MacAulay Rd,flat,2,,,,,,468000.0,Pagan,2017-07-10,North Melbourne,1.8,,,Northern Metropolitan
20A Anne St,townhouse,3,2.0,1.0,304.0,,1930.0,,,,McKinnon,11.4,-37.90853,145.03213,Southern Metropolitan
20A Apsley St,house,3,1.0,4.0,650.0,135.0,1950.0,820000.0,Stockdale,2017-07-29,Glenroy,11.2,-37.70768,144.92586,Northern Metropolitan
20A Barkly St,house,5,3.0,2.0,,,,1540000.0,Buxton,2017-11-11,Box Hill,10.9,-37.8278,145.1301,Eastern Metropolitan
20A Codrington St,house,2,,,,,,1140000.0,C21,2017-11-18,Sandringham,15.2,,,Southern Metropolitan
20A Etka Av,townhouse,4,2.0,2.0,284.0,,,1022000.0,Nelson,2017-12-08,Keilor East,11.7,-37.73574,144.87014,Western Metropolitan
20A Hinkler Av,townhouse,3,,,,,,1050000.0,Buxton,2017-05-20,Bentleigh East,13.9,,,Southern Metropolitan
20A Knaith Rd,townhouse,3,2.0,2.0,,117.0,2017.0,890000.0,Purplebricks,2017-11-11,Ringwood East,21.3,-37.8151,145.2522,Eastern Metropolitan
20A McBain St,townhouse,4,,,,,,1155000.0,hockingstuart,2017-08-07,Altona,11.0,,,Western Metropolitan
20A Queen St,townhouse,2,,,,,,790000.0,Raine,2016-07-05,Coburg,7.8,,,Northern Metropolitan
20A Silver St,house,2,,,,,,2245000.0,Marshall,2017-04-29,Malvern,7.4,-37.8502,145.0386,Southern Metropolitan
20A Winsome St,townhouse,3,,,,,,905000.0,Hodges,2017-08-26,Mentone,20.0,,,South-Eastern Metropolitan
20a Binnie St,house,3,2.0,1.0,360.0,136.0,1999.0,,,,Brighton East,10.7,-37.9247,145.0082,Southern Metropolitan
20a Clifton Gr,townhouse,3,2.0,2.0,0.0,,,,,,Coburg,7.8,-37.7388,144.9579,Northern Metropolitan
20a Glasgow Av,townhouse,3,,,,,,760000.0,Nelson,2016-05-22,Reservoir,11.2,,,Northern Metropolitan
20a Park Rd,house,3,1.0,1.0,111.0,99.0,2001.0,1100000.0,hockingstuart,2016-05-14,Prahran,4.5,-37.8525,145.0071,Southern Metropolitan
20a Percy St,house,2,1.0,1.0,88.0,121.0,2000.0,950000.0,hockingstuart,2016-03-09,Prahran,4.5,-37.8503,144.9913,Southern Metropolitan
20a Thurso St,house,3,1.0,1.0,288.0,132.0,1999.0,950000.0,Jellis,2016-08-28,Malvern East,11.2,-37.8752,145.0817,Southern Metropolitan
21 Albert St,house,3,2.0,2.0,650.0,176.0,1915.0,,,,Malvern East,11.2,-37.8756,145.0637,Southern Metropolitan
21 Alexander St,house,3,2.0,0.0,414.0,,,1035000.0,Jas,2017-07-10,Seddon,5.1,-37.80409,144.89027,Western Metropolitan
21 Allan St,house,4,1.0,4.0,558.0,,,650000.0,Williams,2016-12-06,Altona North,11.1,-37.8451,144.8529,Western Metropolitan
21 Ambon St,house,4,2.0,2.0,670.0,,,1550000.0,Jellis,2017-09-09,Ashburton,10.2,-37.87042,145.08099,Southern Metropolitan
21 Anderson Rd,house,3,2.0,2.0,650.0,,,670000.0,Homes,2017-11-25,Sunshine,10.5,-37.7937,144.8265,Western Metropolitan
21 Ardyne St,house,4,2.0,2.0,660.0,167.0,1920.0,1610000.0,Ray,2016-10-15,Murrumbeena,12.1,-37.8932,145.0681,Southern Metropolitan
21 Atkinson Cl,house,4,2.0,2.0,448.0,197.0,2011.0,,,,Point Cook,14.7,-37.89555,144.71847,Western Metropolitan
21 Austin Av,house,4,,,,,,2780000.0,McGrath,2016-12-11,Elwood,7.7,,,Southern Metropolitan
21 Avenue Rd,house,3,1.0,2.0,400.0,145.0,1890.0,1905000.0,Marshall,2017-05-20,Camberwell,7.8,-37.8333,145.0616,Southern Metropolitan
21 Baker Av,house,5,2.0,3.0,650.0,265.0,1950.0,2300000.0,Jellis,2018-06-01,Kew East,7.3,-37.79246,145.04236,Southern Metropolitan
21 Baker Rd,house,4,2.0,2.0,,859.0,1960.0,748000.0,McGrath,2017-09-23,Bayswater North,23.2,-37.82262,145.27227,Eastern Metropolitan
21 Balfour Av,house,5,3.0,2.0,779.0,,1975.0,1825000.0,Barry,2017-08-19,Heathmont,21.3,-37.83015,145.24171,Eastern Metropolitan
21 Ballard St,townhouse,3,3.0,2.0,477.0,,,,,,Yarraville,7.0,-37.814,144.8681,Western Metropolitan
21 Balmoral Av,townhouse,2,,,,,,1010000.0,Nelson,2017-03-06,Brunswick East,4.0,,,Northern Metropolitan
21 Balwyn Rd,house,4,2.0,2.0,736.0,229.0,1926.0,,,,Canterbury,8.4,-37.82105,145.07952,Southern Metropolitan
21 Barkly St,house,3,1.0,2.0,550.0,110.0,1950.0,1200000.0,Marshall,2016-10-12,Box Hill,13.1,-37.8275,145.1298,Eastern Metropolitan
21 Barloa Rd,house,5,2.0,4.0,819.0,,,2200000.0,Marshall,2017-01-07,Mont Albert,10.2,-37.81269,145.10236,Eastern Metropolitan
21 Bayswater Rd,house,2,1.0,0.0,274.0,,,1005000.0,Brad,2016-12-11,Kensington,4.2,-37.7931,144.9247,Northern Metropolitan
21 Beatrice St,house,3,1.0,2.0,685.0,143.0,1941.0,1665000.0,hockingstuart,2016-06-27,Glen Iris,9.2,-37.8538,145.0842,Southern Metropolitan
21 Beattie St,house,3,1.0,0.0,396.0,108.0,1955.0,806000.0,Barry,2017-05-27,Montmorency,16.2,-37.71665,145.11682,Eastern Metropolitan
21 Beddoe Av,house,2,,,,,,940000.0,Buxton,2016-05-22,Bentleigh East,13.9,,,Southern Metropolitan
21 Belair Ct,house,3,2.0,2.0,,,1930.0,880000.0,Barry,2017-11-18,Bundoora,12.1,-37.707,145.059,Northern Metropolitan
21 Bimbadeen Cr,house,3,,,,,,758000.0,Buckingham,2016-11-19,Yallambie,15.0,,,Northern Metropolitan
21 Binalong Av,house,3,1.0,0.0,632.0,,,1120000.0,Jellis,2018-06-01,Chadstone,11.7,-37.87518,145.10343999999995,Southern Metropolitan
21 Bingley Av,house,3,1.0,3.0,730.0,737.0,1970.0,1100000.0,One,2017-10-21,Notting Hill,16.7,-37.90521,145.14866,Southern Metropolitan
21 Binns St,house,3,2.0,2.0,536.0,,,,,,Altona North,9.4,-37.82924000000001,144.83637,Western Metropolitan
21 Boisdale St,house,5,5.0,2.0,674.0,434.0,1950.0,,,,Surrey Hills,11.2,-37.8351,145.1012,Southern Metropolitan
21 Braeside Rd,house,4,2.0,3.0,40468.0,,,807000.0,Raine,2017-07-15,Gisborne,45.9,-37.50929,144.56444,Northern Victoria
21 Broomfield Rd,house,3,1.0,0.0,305.0,,,1575000.0,Jellis,2017-05-13,Hawthorn East,7.5,-37.8309,145.0451,Southern Metropolitan
21 Bruce St,house,3,2.0,2.0,572.0,150.0,1930.0,1535000.0,Buxton,2016-08-28,Bentleigh,13.0,-37.9148,145.0404,Southern Metropolitan
21 Butler St,house,3,2.0,2.0,441.0,,,1325000.0,McDonald,2017-01-07,Essendon,7.5,-37.74664,144.92285,Western Metropolitan
21 Cairnes Cr,house,3,,,,,,,,,Malvern East,11.2,,,Southern Metropolitan
21 Casey Dr,house,3,2.0,1.0,554.0,,,,,,Hoppers Crossing,18.4,-37.84999000000001,144.67731,Western Metropolitan
21 Catherine Rd,house,3,1.0,2.0,531.0,98.0,1985.0,515000.0,LJ,2017-03-06,Seabrook,15.5,-37.87793,144.75626,Western Metropolitan
21 Cecelia Dr,house,4,1.0,6.0,,,,930000.0,Nelson,2017-10-14,Keilor East,11.7,-37.74753,144.85144,Western Metropolitan
21 Chaprowe Ct,flat,2,1.0,1.0,,,1965.0,681000.0,Thomson,2017-08-19,Cheltenham,17.9,-37.96031,145.05829,Southern Metropolitan
21 Charlton St,house,3,2.0,4.0,587.0,,,1280000.0,Buxton,2017-02-25,Bentleigh,13.0,-37.9217,145.0315,Southern Metropolitan
21 Chester St,house,4,2.0,2.0,944.0,,,,,,Surrey Hills,10.2,-37.8335,145.10154,Southern Metropolitan
21 Chicquita Cct,townhouse,3,2.0,2.0,156.0,,,792000.0,hockingstuart,2017-09-16,Mentone,20.0,-37.97928,145.0763,South-Eastern Metropolitan
21 Chisholm Av,house,4,2.0,2.0,,160.0,,,,,Attwood,16.5,-37.6692,144.8958,Northern Metropolitan
21 Chomley St,house,3,1.0,0.0,210.0,,,,,,Prahran,4.5,-37.8581,145.0052,Southern Metropolitan
21 Churchill St,house,3,1.0,2.0,813.0,,,1965000.0,hockingstuart,2017-05-20,Kew,5.6,-37.7993,145.0451,Southern Metropolitan
21 Citybay Dr,house,4,2.0,2.0,496.0,496.0,,760000.0,LJ,2018-10-02,Point Cook,14.7,-37.91415,144.77648,Western Metropolitan
21 Clarke St,house,2,1.0,0.0,249.0,,,1180000.0,Cayzer,2016-12-11,Elwood,7.7,-37.8778,144.9866,Southern Metropolitan
21 Coates St,house,5,2.0,1.0,,257.0,1960.0,1740000.0,Buxton,2018-06-01,Bentleigh,11.4,-37.92707,145.0335,Southern Metropolitan
21 Como St,house,5,2.0,2.0,552.0,211.0,1916.0,,,,Alphington,6.4,-37.7829,145.0337,Northern Metropolitan
21 Compton St,house,4,2.0,3.0,812.0,173.0,1927.0,2950000.0,Jellis,2016-10-12,Canterbury,9.0,-37.8323,145.0842,Southern Metropolitan
21 Conley St,house,3,1.0,2.0,550.0,112.0,1960.0,660000.0,Leyton,2017-06-24,Noble Park,22.7,-37.98298,145.17932,South-Eastern Metropolitan
21 Cope St,house,3,2.0,1.0,468.0,140.0,1925.0,,,,Coburg,7.8,-37.7356,144.9617,Northern Metropolitan
21 Coven Av,house,3,2.0,2.0,,,,991000.0,Fletchers,2017-11-18,Heathmont,21.3,-37.832,145.259,Eastern Metropolitan
21 Craigrossie Av,house,3,,,,,,1300000.0,McDonald,2017-04-03,Coburg,7.8,,,Northern Metropolitan
21 Croker St,house,3,1.0,1.0,390.0,84.0,1970.0,810000.0,Williams,2016-12-11,Newport,8.4,-37.847,144.8734,Western Metropolitan
21 Crown St,house,3,1.0,1.0,167.0,170.0,,1165000.0,Biggin,2016-08-28,Richmond,2.6,-37.8167,145.0098,Northern Metropolitan
21 Cuckoo St,house,3,2.0,2.0,,140.0,1995.0,490000.0,Ray,2017-09-16,South Morang,20.5,-37.62693,145.09323,Northern Metropolitan
21 Culwell Av,house,3,,,,,,1125000.0,Noel,2017-03-06,Mitcham,17.2,,,Eastern Metropolitan
21 Curlew Av,house,3,2.0,2.0,707.0,,,,,,Altona,11.0,-37.86812000000001,144.81077,Western Metropolitan
21 Daisy St,house,3,1.0,1.0,,102.0,1950.0,,,,Heathmont,21.3,-37.82881,145.23029,Eastern Metropolitan
21 Dalwood Wy,house,4,2.0,2.0,350.0,0.0,2015.0,609000.0,HAR,2017-09-12,Wollert,25.5,-37.61031,145.0401,Northern Metropolitan
21 Darvall St,house,2,1.0,1.0,608.0,,,971000.0,Miles,2016-04-06,Rosanna,11.4,-37.7407,145.0612,Eastern Metropolitan
21 David St,house,4,2.0,2.0,1611.0,,,720000.0,Fletchers,2017-08-26,Monbulk,34.1,-37.87931,145.41288,Eastern Victoria
21 Davison St,house,3,1.0,1.0,,,,1182000.0,Jellis,2018-06-01,Richmond,2.4,-37.8126,145.00845,Northern Metropolitan
21 Dean St,house,4,2.0,3.0,655.0,175.0,1920.0,1331000.0,Nelson,2017-07-10,Preston,8.4,-37.73661,145.01725,Northern Metropolitan
21 Dellfield Dr,house,3,1.0,2.0,654.0,130.0,1968.0,,,,Templestowe Lower,13.8,-37.7654,145.1225,Eastern Metropolitan
21 Derwent St,house,4,2.0,2.0,556.0,,,1322000.0,O'Brien,2017-08-07,Mentone,20.0,-37.97911,145.08045,South-Eastern Metropolitan
21 Destination Dr,house,4,2.0,2.0,494.0,298.21,2014.0,840500.0,YPA,2017-06-24,Greenvale,20.4,-37.61424,144.88705,Northern Metropolitan
21 Diamond St,house,3,1.0,2.0,603.0,,,840000.0,Brad,2016-08-13,Niddrie,11.2,-37.7484,144.8892,Western Metropolitan
21 Dixon Av,house,4,2.0,2.0,815.0,140.0,1960.0,760000.0,Barry,2017-08-07,Croydon,23.0,-37.78393,145.29131999999996,Eastern Metropolitan
21 Dobson Av,house,3,1.0,2.0,,,,1100000.0,Miles,2017-11-25,Rosanna,8.9,-37.7341,145.0766,Eastern Metropolitan
21 Dunstan St,house,3,1.0,2.0,693.0,,1950.0,925000.0,Woodards,2016-10-12,Preston,8.8,-37.7315,144.988,Northern Metropolitan
21 Eagle Av,house,3,1.0,2.0,520.0,114.0,1960.0,,,,Kingsbury,12.1,-37.71483,145.03411,Northern Metropolitan
21 Eden St,house,2,1.0,0.0,683.0,,,650000.0,Barry,2017-12-08,Heidelberg Heights,8.8,-37.75022,145.04778000000005,Eastern Metropolitan
21 Edgewood St,house,3,2.0,1.0,371.0,167.0,1915.0,1490000.0,Gary,2016-08-22,Carnegie,11.4,-37.8871,145.05200000000005,Southern Metropolitan
21 Edwin St,house,3,2.0,3.0,468.0,135.5,1940.0,1242000.0,McGrath,2017-06-24,Preston,8.4,-37.75335,145.01641999999995,Northern Metropolitan
21 Elizabeth St,house,4,2.0,2.0,734.0,,,,,,Brighton East,10.3,-37.90487,145.01676,Southern Metropolitan
21 Elphinstone Bvd,house,6,2.0,6.0,4046.0,323.0,1983.0,1515000.0,Jason,2018-06-01,Greenvale,20.4,-37.64857,144.88562,Northern Metropolitan
21 Emerald St,house,3,1.0,2.0,493.0,,,820000.0,McGrath,2017-09-23,Preston,8.4,-37.74305,145.01811999999995,Northern Metropolitan
21 Erindale St,house,4,2.0,2.0,592.0,,,,,,Murrumbeena,10.1,-37.89592,145.0719,Southern Metropolitan
21 Everton Gr,house,4,3.0,,675.0,,,,,,Surrey Hills,10.2,-37.82876,145.10577,Southern Metropolitan
21 Fastnet Dr,house,4,2.0,2.0,651.0,,,701000.0,Prof.,2017-12-08,Taylors Lakes,15.5,-37.70847,144.78413,Western Metropolitan
21 Fay St,house,3,1.0,2.0,629.0,,,,,,Fawkner,12.4,-37.7021,144.9746,Northern Metropolitan
21 Feathertop Dr,house,4,2.0,2.0,,,,456000.0,Ray,2017-03-09,Wyndham Vale,27.2,-37.89039,144.62246000000005,Western Metropolitan
21 Fiddes St,house,3,1.0,3.0,834.0,143.0,1960.0,1224000.0,Buxton,2016-03-09,Moorabbin,14.6,-37.9376,145.0474,Southern Metropolitan
21 Finlay St,house,2,1.0,1.0,236.0,,,2130000.0,Marshall,2017-05-13,Albert Park,3.3,-37.8436,144.9558,Southern Metropolitan
21 Francis St,house,4,2.0,2.0,634.0,,,1690000.0,Nelson,2017-11-18,Ascot Vale,4.3,-37.7776,144.9211,Western Metropolitan
21 Frank St,house,3,1.0,1.0,952.0,104.0,1955.0,,,,Frankston,38.0,-38.13599,145.14676,South-Eastern Metropolitan
21 Franks Wy,house,3,1.0,2.0,637.0,102.0,1992.0,,,,Cranbourne North,34.7,-38.08053,145.28432,South-Eastern Metropolitan
21 Frederick St,house,3,1.0,1.0,372.0,,,,,,Fawkner,12.4,-37.7097,144.9712,Northern Metropolitan
21 Gardner St,house,3,2.0,1.0,78.0,,,1152500.0,Biggin,2016-06-08,Richmond,2.6,-37.8154,145.0061,Northern Metropolitan
21 Gaudion Rd,house,4,2.0,2.0,664.0,,,1310000.0,Barry,2017-09-23,Doncaster East,14.3,-37.77472,145.15197,Eastern Metropolitan
21 Geelong Rd,house,2,1.0,4.0,527.0,,,1290000.0,Sweeney,2017-10-28,Footscray,5.1,-37.79597,144.8987,Western Metropolitan
21 George St,house,2,1.0,1.0,372.0,82.0,1940.0,630000.0,Nelson,2016-06-27,Preston,8.8,-37.7348,144.9852,Northern Metropolitan
21 Gillingham St,house,3,2.0,2.0,463.0,123.0,1920.0,1162500.0,Nelson,2016-08-28,Preston,8.8,-37.7507,144.9921,Northern Metropolitan
21 Glamis Rd,house,3,1.0,2.0,386.0,,,940000.0,hockingstuart,2017-09-12,West Footscray,6.4,-37.80635,144.87448,Western Metropolitan
21 Glendenning St,house,2,1.0,1.0,743.0,,,,,,St Albans,14.0,-37.74568,144.79588,Western Metropolitan
21 Gordon Av,house,2,,,,,,1210000.0,Nelson,2016-08-10,Kew,5.6,,,Southern Metropolitan
21 Gordon St,house,2,1.0,1.0,191.0,,1890.0,1320000.0,Collins,2017-09-09,Clifton Hill,3.6,-37.79158,144.99586000000005,Northern Metropolitan
21 Governors Rd,house,5,3.0,2.0,390.0,,,1335000.0,Nelson,2016-10-12,Coburg,7.8,-37.7376,144.9726,Northern Metropolitan
21 Graduate Cr,house,3,1.0,2.0,,119.0,1970.0,1070000.0,Barry,2017-10-14,Wheelers Hill,16.7,-37.9096,145.16616000000005,South-Eastern Metropolitan
21 Graham St,house,3,1.0,0.0,576.0,110.0,1999.0,518500.0,YPA,2017-01-07,Broadmeadows,14.0,-37.69237,144.93143999999995,Northern Metropolitan
21 Grandview Rd,house,2,1.0,1.0,742.0,135.0,1918.0,,,,Brighton,11.2,-37.9021,145.0048,Southern Metropolitan
21 Grandview Tce,house,4,2.0,2.0,586.0,187.0,1940.0,1800000.0,Kay,2016-09-17,Kew,5.6,-37.7933,145.0343,Southern Metropolitan
21 Grattan St,house,4,2.0,2.0,0.0,,,2705000.0,Jellis,2017-02-25,Carlton,1.8,-37.8012,144.9689,Northern Metropolitan
21 Greig St,house,3,2.0,1.0,165.0,148.5,1890.0,2500000.0,Greg,2017-03-06,Albert Park,3.0,-37.84152,144.95027,Southern Metropolitan
21 Greville St,house,4,2.0,2.0,607.0,,1940.0,1605000.0,Barry,2016-08-22,Essendon North,9.4,-37.7371,144.8973,Western Metropolitan
21 Groom St,house,2,1.0,,173.0,100.0,1900.0,1155000.0,Nelson,2017-11-11,Clifton Hill,3.6,-37.7943,144.9982,Northern Metropolitan
21 Haldane Rd,house,3,1.0,4.0,654.0,112.0,1955.0,1186000.0,Nelson,2017-09-16,Niddrie,10.4,-37.73554,144.88517,Western Metropolitan
21 Hamilton St,house,3,1.0,1.0,822.0,,,975000.0,Barry,2016-08-13,Niddrie,11.2,-37.7379,144.8854,Western Metropolitan
21 Hampshire Rd,house,3,1.0,2.0,647.0,127.0,1965.0,1360000.0,Woodards,2017-03-06,Doncaster,12.4,-37.79436,145.13869,Eastern Metropolitan
21 Hardinge St,house,5,3.0,3.0,,396.0,2016.0,2750000.0,Greg,2017-08-26,Beaumaris,17.3,-37.98738,145.03517,Southern Metropolitan
21 Hardy Ct,house,3,1.0,1.0,530.0,,,995000.0,Ray,2016-08-10,Oakleigh South,14.7,-37.9248,145.1067,South-Eastern Metropolitan
21 Harrington St,house,3,1.0,1.0,600.0,,,853000.0,Barlow,2017-06-17,Altona,11.0,-37.86494,144.8157,Western Metropolitan
21 Hatherley Gr,house,3,1.0,3.0,554.0,,,750000.0,Jas,2017-04-03,Altona North,11.1,-37.8449,144.85,Western Metropolitan
21 Hawthorn Gr,house,4,,,,,,788000.0,Calder,2017-11-18,Taylors Hill,18.0,,,Western Metropolitan
21 Henry St,townhouse,4,2.0,2.0,319.0,,,807000.0,Brad,2016-05-22,Keilor East,12.8,-37.7393,144.8648,Western Metropolitan
21 Henty St,house,3,1.0,1.0,551.0,115.0,1950.0,801000.0,Love,2017-05-13,Reservoir,11.2,-37.7194,145.0015,Northern Metropolitan
21 Highland Av,house,4,,,,,,1380000.0,Ray,2017-06-24,Oakleigh East,12.3,,,Southern Metropolitan
21 Highview Rd,house,2,2.0,1.0,201.0,79.0,2005.0,722000.0,Buxton,2016-04-16,Bentleigh East,13.9,-37.9293,145.0657,Southern Metropolitan
21 Holroyd St,house,3,1.0,1.0,371.0,,,,,,Coburg,7.8,-37.7352,144.9572,Northern Metropolitan
21 Howitt St,house,3,2.0,0.0,345.0,110.0,,1660000.0,Jellis,2017-09-12,Northcote,5.3,-37.78163,145.01411000000004,Northern Metropolitan
21 Hughes Pde,house,3,1.0,2.0,558.0,,,758000.0,Barry,2017-03-09,Reservoir,12.0,-37.69968,145.0054,Northern Metropolitan
21 Hughes St,house,3,1.0,3.0,559.0,98.0,1955.0,575000.0,Trimson,2016-10-12,Braybrook,10.8,-37.7923,144.852,Western Metropolitan
21 Huntingfield St,townhouse,2,1.0,2.0,,,2012.0,358000.0,Ray,2017-08-19,Craigieburn,20.6,-37.58403,144.90791000000004,Northern Metropolitan
21 Ibis Pl,house,3,2.0,2.0,,209.0,2006.0,1150000.0,hockingstuart,2017-10-21,Maribyrnong,4.3,-37.78441,144.89605,Western Metropolitan
21 Ila St,house,3,1.0,1.0,,121.0,1950.0,685000.0,hockingstuart,2017-09-12,Glenroy,11.2,-37.70913,144.93556999999996,Northern Metropolitan
21 Iona Av,house,4,,,,,,6460000.0,RT,2017-06-17,Toorak,4.1,,,Southern Metropolitan
21 Jervis St,house,3,1.0,2.0,761.0,151.0,1940.0,,,,Camberwell,7.8,-37.846,145.0916,Southern Metropolitan
21 Joel Av,house,3,,,,,,705000.0,Village,2016-07-05,Altona North,11.1,,,Western Metropolitan
21 John St,house,2,1.0,0.0,217.0,115.0,1910.0,,,,Malvern East,11.2,-37.8735,145.0403,Southern Metropolitan
21 Junction St,house,2,1.0,2.0,480.0,,,1215000.0,Jas,2017-04-22,Newport,8.4,-37.8358,144.8803,Western Metropolitan
21 Karina St,house,5,2.0,3.0,,300.0,1966.0,1825000.0,T,2017-08-26,Frankston South,38.0,-38.17745,145.11616,South-Eastern Metropolitan
21 Keerok Av,house,3,,,,,,585000.0,Buxton,2017-06-24,Seaford,35.4,,,South-Eastern Metropolitan
21 Keets Ct,house,4,2.0,1.0,,,,,,,Springvale,20.8,-37.9605,145.1595,South-Eastern Metropolitan
21 Kelway Cr,house,3,2.0,2.0,662.0,,,881017.0,Morrison,2017-03-09,Eltham North,18.0,-37.70519,145.13315,Eastern Metropolitan
21 Kendall St,house,2,1.0,1.0,,100.0,1955.0,1204000.0,Carter,2017-11-25,Ringwood,19.9,-37.8181,145.2296,Eastern Metropolitan
21 Kerferd St,house,3,,,,,,1625000.0,Nick,2016-06-18,Hampton,13.7,,,Southern Metropolitan
21 Kingsley Cr,house,3,,,,,,1565000.0,Fletchers,2017-06-17,Mont Albert,10.2,,,Eastern Metropolitan
21 Kingston Rd,house,4,2.0,3.0,,,,1815000.0,Ross,2017-09-09,Surrey Hills,10.2,-37.8236,145.08983999999995,Southern Metropolitan
21 Kingston St,house,3,1.0,2.0,838.0,131.0,1970.0,,,,Mount Waverley,14.2,-37.86083,145.11666,Eastern Metropolitan
21 Kurrajong St,house,3,1.0,2.0,606.0,122.0,,,,,Bentleigh East,13.8,-37.91302,145.07818999999995,Southern Metropolitan
21 Lakeside Cr,house,4,,,,,,1380000.0,hockingstuart,2017-07-22,Maribyrnong,4.3,,,Western Metropolitan
21 Lambert St,townhouse,3,,,,,,1025000.0,Jellis,2016-03-12,Richmond,2.6,,,Northern Metropolitan
21 Lambeth Av,house,3,,,,,,,,,Armadale,6.3,,,Southern Metropolitan
21 Langrigg Av,house,4,,,,,,1200000.0,hockingstuart,2017-12-08,Edithvale,27.0,,,South-Eastern Metropolitan
21 Langton St,house,2,,,,,,758000.0,Stockdale,2017-04-03,Glenroy,13.0,,,Northern Metropolitan
21 Lascelle Dr,house,5,,,,,,1280000.0,Ray,2017-11-25,Vermont South,17.2,,,Eastern Metropolitan
