Address;Suburb;DistanceFromCenter;Lattitude;Longtitude;Regionname
3/25 Devon Rd;Pascoe Vale;8,5;-37,722190000000005;144,92559;Northern Metropolitan
1/11 Stennis St;Pascoe Vale;8,5;-37,73141;144,94818;Northern Metropolitan
2/8 Stewart St;Pascoe Vale;8,5;-37,72773;144,92628;Northern Metropolitan
4/262 Sussex St;Pascoe Vale;8,5;;;Northern Metropolitan
1/18 Sylvan Gr;Pascoe Vale;8,5;-37,72998;144,94138;Northern Metropolitan
42/2 Esplanade West;Port Melbourne;3,5;;;Southern Metropolitan
5/109 Ross St;Port Melbourne;3,5;-37,83529;144,93749;Southern Metropolitan
306/323 Dandenong Rd;Prahran;4,6;-37,85973;145,00925;Southern Metropolitan
10/3 Rae Ct;Prahran;4,6;-37,85672;145,00273;Southern Metropolitan
5/49 Austral Av;Preston;8,4;-37,74495;144,99322;Northern Metropolitan
1/70 Bruce St;Preston;8,4;-37,741440000000004;144,99326000000002;Northern Metropolitan
24 Dermot St;Preston;8,4;-37,746790000000004;145,01394;Northern Metropolitan
27 Pender St;Preston;8,4;-37,73724;145,00984;Northern Metropolitan
11A South St;Preston;8,4;;;Northern Metropolitan
4/26 Acheron Av;Reservoir;12,0;-37,7216;145,0178;Northern Metropolitan
9/23 Ashley St;Reservoir;12,0;-37,717659999999995;145,00132;Northern Metropolitan
52 Banbury Rd;Reservoir;12,0;-37,709270000000004;144,99012;Northern Metropolitan
1/3 Drysdale St;Reservoir;12,0;-37,73012;145,02652;Northern Metropolitan
11 Knox St;Reservoir;12,0;-37,725559999999994;144,99021000000002;Northern Metropolitan
20 Massey Av;Reservoir;12,0;-37,70559;144,9902;Northern Metropolitan
221/253 Bridge Rd;Richmond;2,4;-37,81828;144,99788999999998;Northern Metropolitan
2/297 Church St;Richmond;2,4;-37,8211;144,99896;Northern Metropolitan
17 Dickmann St;Richmond;2,4;-37,82458;144,99767;Northern Metropolitan
14 McCrae Mw;Richmond;2,4;;;Northern Metropolitan
607/2 McGoun St;Richmond;2,4;-37,817;144,99553999999998;Northern Metropolitan
401/28 Tanner St;Richmond;2,4;-37,823240000000006;144,99174;Northern Metropolitan
306/45 York St;Richmond;2,4;-37,813;144,99303;Northern Metropolitan
47 Heathmont Rd;Ringwood;19,9;-37,82065;145,23965;Eastern Metropolitan
26 Major St;Ringwood;19,9;-37,794000000000004;145,24636;Eastern Metropolitan
5 Neville St;Ringwood;19,9;-37,82468;145,2223;Eastern Metropolitan
3 Sang Ct;Ringwood;19,9;-37,79638;145,24268;Eastern Metropolitan
3A Homebush Ct;Ringwood East;21,3;-37,82268;145,25058;Eastern Metropolitan
5/9 Homebush Ct;Ringwood East;21,3;-37,82216;145,25205;Eastern Metropolitan
17 Greville Rd;Rosanna;8,9;-37,74592;145,07448;Eastern Metropolitan
4 Almands Av;Roxburgh Park;20,6;-37,63528;144,93117;Northern Metropolitan
1 Angus Ct;Roxburgh Park;20,6;-37,61724;144,92716000000001;Northern Metropolitan
7 Ormond Ri;Roxburgh Park;20,6;;;Northern Metropolitan
124 Abbott St;Sandringham;15,2;-37,95035;145,01571;Southern Metropolitan
5/273 Bluff Rd;Sandringham;15,2;-37,95265;145,02045;Southern Metropolitan
72 Arnold Dr;Scoresby;22,2;-37,89496;145,23404;Eastern Metropolitan
17 Walsh Av;Scoresby;22,2;-37,889920000000004;145,22123;Eastern Metropolitan
1/22 Vigo St;Seddon;5,1;-37,80618;144,89057;Western Metropolitan
15 Domain Tce;South Morang;20,5;-37,63556;145,06679;Northern Metropolitan
367 Gordons Rd;South Morang;20,5;-37,62591;145,07234;Northern Metropolitan
37 Grange Dr;South Morang;20,5;-37,63947;145,08562;Northern Metropolitan
11 Ilyuka Wy;South Morang;20,5;-37,621970000000005;145,07044;Northern Metropolitan
22 Strathoon Cr;South Morang;20,5;-37,62166;145,06747;Northern Metropolitan
102 Vincent Dr;South Morang;20,5;-37,64027;145,08745;Northern Metropolitan
6/57 Adams St;South Yarra;2,7;-37,835640000000005;144,97728999999998;Southern Metropolitan
7/85 Caroline St;South Yarra;2,7;-37,83547;144,98844;Southern Metropolitan
804/2 Claremont St;South Yarra;2,7;-37,83863;144,99379;Southern Metropolitan
10/391 Toorak Rd;South Yarra;2,7;-37,84018;145,00265;Southern Metropolitan
1/6 Ashdale Ct;Springvale;20,8;-37,937979999999996;145,14698;South-Eastern Metropolitan
1/2 Mary St;Springvale;20,8;-37,943020000000004;145,15478000000002;South-Eastern Metropolitan
5 Gwent St;Springvale South;22,2;-37,980309999999996;145,15497;South-Eastern Metropolitan
76 East Esplanade;St Albans;14,0;-37,73348;144,79564;Western Metropolitan
34 Garfield St;St Albans;14,0;-37,74282;144,78072;Western Metropolitan
37 Harmon Av;St Albans;14,0;-37,7412;144,81933;Western Metropolitan
8/240 Barkly St;St Kilda;5,0;-37,87223;144,98046000000002;Southern Metropolitan
7/59 Carlisle St;St Kilda;5,0;-37,86756;144,98303;Southern Metropolitan
4/63 Carlisle St;St Kilda;5,0;-37,86761;144,98337;Southern Metropolitan
55 Havelock St;St Kilda;5,0;-37,86545;144,98126000000002;Southern Metropolitan
4/20 Marine Pde;St Kilda;5,0;-37,87093;144,97654;Southern Metropolitan
10 Fenacre St;Strathmore;8,2;-37,730509999999995;144,91731000000001;Western Metropolitan
315 Elizabeth Dr;Sunbury;31,7;-37,56935;144,7241;Western Metropolitan
11 Gruner St;Sunbury;31,7;-37,57532;144,71058;Western Metropolitan
31 Rosenthal Bvd;Sunbury;31,7;;;Western Metropolitan
24 Matthews St;Sunshine;10,5;-37,79337;144,8418;Western Metropolitan
95A Berkshire Rd;Sunshine North;10,5;-37,76508;144,83629;Western Metropolitan
46 Clayton St;Sunshine North;10,5;-37,76812;144,82528;Western Metropolitan
9 Noble Ct;Sunshine West;10,5;-37,79573;144,79311;Western Metropolitan
34 Ralph St;Sunshine West;10,5;-37,78945;144,80062;Western Metropolitan
23 Bristol St;Surrey Hills;10,2;-37,83273;145,08812;Southern Metropolitan
15 Charles St;Surrey Hills;10,2;-37,825590000000005;145,11236;Southern Metropolitan
6 Durham Rd;Surrey Hills;10,2;-37,82611;145,0911;Southern Metropolitan
1/24 Suffolk Rd;Surrey Hills;10,2;-37,827940000000005;145,09332;Southern Metropolitan
7 Argyll St;Sydenham;18,0;-37,69106;144,75853999999998;Western Metropolitan
44 Roseleigh Bvd;Sydenham;18,0;-37,70686;144,76989;Western Metropolitan
283 Bethany Rd;Tarneit;18,4;;;Western Metropolitan
26 Bradman Dr;Tarneit;18,4;-37,867;144,65618;Western Metropolitan
30 Cobram St;Tarneit;18,4;-37,833529999999996;144,67324;Western Metropolitan
17 Solander Gr;Tarneit;18,4;-37,84648;144,66693;Western Metropolitan
7 Vive St;Tarneit;18,4;-37,85037;144,66179;Western Metropolitan
55 Bloomsbury Dr;Taylors Hill;18,0;-37,713640000000005;144,76031;Western Metropolitan
20 Hobart Wy;Taylors Hill;18,0;-37,7117;144,75204;Western Metropolitan
6 Hobart Wy;Taylors Hill;18,0;-37,71152;144,75283000000002;Western Metropolitan
47 Apollo Rd;Taylors Lakes;15,5;-37,70841;144,79699;Western Metropolitan
7 Apollo Rd;Taylors Lakes;15,5;-37,708940000000005;144,80205;Western Metropolitan
4 Goulburn Wy;Taylors Lakes;15,5;-37,6899;144,78346000000002;Western Metropolitan
4 Pacific Pl;Taylors Lakes;15,5;-37,693940000000005;144,7795;Western Metropolitan
23A Wentworth Dr;Taylors Lakes;15,5;-37,695029999999996;144,77868999999998;Western Metropolitan
5 Caminole Wyn;Templestowe;15,5;;;Eastern Metropolitan
32 Hillhouse Rd;Templestowe;15,5;-37,7584;145,16128;Eastern Metropolitan
1 Saville Ct;Templestowe;15,5;-37,76084;145,12675;Eastern Metropolitan
46 Feathertop Av;Templestowe Lower;12,4;-37,76846;145,11183;Eastern Metropolitan
20 Oak Cr;Templestowe Lower;12,4;-37,76941;145,12123;Eastern Metropolitan
1/6 Union St;Templestowe Lower;12,4;-37,75671;145,11401;Eastern Metropolitan
24 Banksia Av;Thomastown;15,3;-37,68164;144,99768999999998;Northern Metropolitan
3 Lesile St;Thomastown;15,3;;;Northern Metropolitan
14 Marjory St;Thomastown;15,3;-37,6819;145,02293999999998;Northern Metropolitan
37 Smith Av;Thomastown;15,3;-37,68107;145,03393;Northern Metropolitan
105 Fyffe St;Thornbury;7,0;-37,75358;144,98533999999998;Northern Metropolitan
6/2 Tintern Av;Toorak;4,1;-37,841390000000004;145,00678;Southern Metropolitan
10/270 Williams Rd;Toorak;4,1;-37,841570000000004;145,00468999999998;Southern Metropolitan
56 Broadmeadows Rd;Tullamarine;12,9;-37,70321;144,87972;Western Metropolitan
88 Boronia Rd;Vermont;17,2;-37,840340000000005;145,2022;Eastern Metropolitan
6 Moray Gr;Vermont South;17,2;-37,84704;145,17997;Eastern Metropolitan
4 Dunluce Ct;Viewbank;8,9;-37,743109999999994;145,08736000000002;Eastern Metropolitan
16 Allanfield Cr;Wantirna South;14,7;-37,86288;145,25077;Eastern Metropolitan
1/20 Kensington Pl;Wantirna South;14,7;-37,87345;145,22973000000002;Eastern Metropolitan
12 Cemetery Rd;Warrandyte;21,1;-37,745540000000005;145,21201000000002;Eastern Metropolitan
18 Barry St;Watsonia;14,5;-37,717;145,08891;Northern Metropolitan
27 Kurrajong Cr;Watsonia North;14,5;-37,69872;145,08743;Northern Metropolitan
59 Sellars St;Watsonia North;14,5;-37,698209999999996;145,08995;Northern Metropolitan
8 Centenary Cr;Werribee;14,7;-37,8889;144,65743999999998;Western Metropolitan
69 Flemington Cr;Werribee;14,7;-37,90684;144,63038;Western Metropolitan
5 Flourish Wy;Werribee;14,7;-37,91807;144,63816;Western Metropolitan
34 Hooker Rd;Werribee;14,7;-37,89415;144,64143;Western Metropolitan
1 Ord Ct;Werribee;14,7;-37,88702;144,66101;Western Metropolitan
3 Parramatta Rd;Werribee;14,7;-37,88666;144,66149;Western Metropolitan
24 Stewart Dr;Werribee;14,7;-37,89063;144,64632;Western Metropolitan
17 Timbarra Dr;Werribee;14,7;-37,91859;144,64143;Western Metropolitan
6 Troup Ct;Werribee;14,7;-37,89444;144,65591;Western Metropolitan
17 Xavier Ct;Werribee;14,7;-37,895559999999996;144,64268;Western Metropolitan
42 Elphinstone St;West Footscray;6,4;-37,795429999999996;144,87254;Western Metropolitan
16 Market St;West Footscray;6,4;-37,79638;144,87911;Western Metropolitan
171 Suffolk St;West Footscray;6,4;-37,789629999999995;144,86449;Western Metropolitan
27 Wellington St;West Footscray;6,4;-37,792;144,86856;Western Metropolitan
11 Bluegum Av;Wheelers Hill;16,7;-37,90213;145,18444;South-Eastern Metropolitan
6 Reynolds Av;Wheelers Hill;16,7;-37,90893;145,18489;South-Eastern Metropolitan
5 Timaru Ct;Wheelers Hill;16,7;-37,91685;145,17456;South-Eastern Metropolitan
22 Hotham St;Williamstown;6,8;-37,85414;144,89561;Western Metropolitan
28 Mombassa Dr;Wollert;25,5;-37,60972;145,01657;Northern Metropolitan
34 Tindales Rd;Wollert;25,5;-37,60983;145,03874;Northern Metropolitan
5 Murdeduke Cr;Wyndham Vale;27,2;-37,882259999999995;144,61536;Western Metropolitan
39 Ribblesdale Av;Wyndham Vale;27,2;-37,89545;144,61583000000002;Western Metropolitan
1 Windsor Av;Wyndham Vale;27,2;-37,88974;144,62904;Western Metropolitan
15 Yarra St;Yarra Glen;31,4;-37,653909999999996;145,37389;Northern Victoria
61 Eirene St;Yarraville;6,3;-37,82333;144,87955;Western Metropolitan
30 Freame St;Yarraville;6,3;-37,81845;144,87464;Western Metropolitan
55 Simpson St;Yarraville;6,3;-37,81736;144,89133;Western Metropolitan
76 Bowes Av;Airport West;10,4;-37,727959999999996;144,88551;Western Metropolitan
10A Coniston Av;Airport West;10,4;-37,7325;144,88272;Western Metropolitan
4/24 Laurence Av;Airport West;10,4;;;Western Metropolitan
10 Elinga Ct;Albanvale;14,0;-37,74306;144,76679;Western Metropolitan
6 Hayden Cr;Albion;10,5;-37,78141;144,82461999999998;Western Metropolitan
2/20 Talmage St;Albion;10,5;-37,77956;144,82519;Western Metropolitan
1/26 Talmage St;Albion;10,5;-37,77856;144,82443;Western Metropolitan
2A Constance St;Alphington;5,7;-37,781240000000004;145,03441;Northern Metropolitan
1/16 Miller St;Alphington;5,7;;;Northern Metropolitan
21 Curlew Av;Altona;11,0;-37,868120000000005;144,81077;Western Metropolitan
2/105 Merton St;Altona Meadows;15,5;;;Western Metropolitan
1 Chelsey St;Ardeer;12,8;-37,77713;144,79746;Western Metropolitan
11/49 Kooyong Rd;Armadale;6,3;-37,85889;145,01989;Southern Metropolitan
6/56 Sutherland Rd;Armadale;6,3;-37,857490000000006;145,01735;Southern Metropolitan
29 Doncaster St;Ascot Vale;4,3;-37,7783;144,90876;Western Metropolitan
52 Langs Rd;Ascot Vale;4,3;;;Western Metropolitan
7 Duke St;Ashburton;10,2;-37,86208;145,07734;Southern Metropolitan
7 Barrington Dr;Ashwood;10,2;-37,86096;145,10026000000002;Southern Metropolitan
2 Harrison La;Aspendale;21,5;;;South-Eastern Metropolitan
36 Laura St;Aspendale;21,5;;;South-Eastern Metropolitan
4 Roycroft Av;Aspendale;21,5;-38,02848;145,10181;South-Eastern Metropolitan
19 Lake St;Avondale Heights;9,5;;;Western Metropolitan
27 Burroughs Rd;Balwyn;7,9;-37,806;145,09511;Southern Metropolitan
4 Dee St;Balwyn;7,9;-37,80345;145,07969;Southern Metropolitan
1/6 Corhampton Rd;Balwyn North;9,7;-37,793859999999995;145,06746;Southern Metropolitan
1/47 Kawarren St;Balwyn North;9,7;-37,78245;145,09273000000002;Southern Metropolitan
12 Maud St;Balwyn North;9,7;-37,79466;145,06564;Southern Metropolitan
592 Mountain Hwy;Bayswater;23,2;-37,842909999999996;145,25545;Eastern Metropolitan
2 George St;Beaconsfield;39,0;-38,04668;145,36938999999998;Eastern Victoria
1 Lancaster Wy;Beaconsfield;39,0;;;Eastern Victoria
1A Lancaster Wy;Beaconsfield;39,0;;;Eastern Victoria
38 Tantallon Bvd;Beaconsfield;39,0;-38,06009;145,38339;Eastern Victoria
2/37 Bonanza Rd;Beaumaris;17,3;-37,98214;145,05175;Southern Metropolitan
6 Monaco Cr;Beaumaris;17,3;-37,97383;145,04525;Southern Metropolitan
2 Osborne Av;Bentleigh;11,4;-37,91648;145,04927;Southern Metropolitan
2/9 Argyle St;Bentleigh East;13,8;-37,910509999999995;145,07138999999998;Southern Metropolitan
2A Goodrich St;Bentleigh East;13,8;-37,91155;145,076;Southern Metropolitan
10 Juliana St;Bentleigh East;13,8;-37,9145;145,05899;Southern Metropolitan
16 Waratah St;Bentleigh East;13,8;-37,912890000000004;145,08065;Southern Metropolitan
33 Jane St;Berwick;35,2;-38,03517;145,33886;Eastern Victoria
67 Strathavan Dr;Berwick;35,2;-38,05068;145,35366000000002;Eastern Victoria
5/323 Beach Rd;Black Rock;17,3;-37,97853;145,0175;Southern Metropolitan
1/47 Bluff Rd;Black Rock;17,3;-37,97287;145,01648;Southern Metropolitan
12/5 Travellyn Ct;Blackburn South;13,4;-37,8321;145,14444;Eastern Metropolitan
1a Wicking Ct;Blackburn South;13,4;;;Eastern Metropolitan
42 Matlock Rd;Boronia;25,0;-37,859809999999996;145,25475;Eastern Metropolitan
15 New St;Boronia;25,0;-37,8476;145,29493;Eastern Metropolitan
9 Bishop St;Box Hill;10,9;-37,81995;145,13089;Eastern Metropolitan
35 Carlton St;Braybrook;8,6;-37,78062;144,84803;Western Metropolitan
5/16 Lawn Cr;Braybrook;8,6;;;Western Metropolitan
6/105 Cochrane St;Brighton;10,5;-37,89569;144,99881000000002;Southern Metropolitan
2/14 Nepean Hwy;Brighton;10,5;;;Southern Metropolitan
7/138 New St;Brighton;10,5;-37,91814;144,99296999999999;Southern Metropolitan
6/30 Roslyn St;Brighton;10,5;-37,92545;145,00277;Southern Metropolitan
1/141 South Rd;Brighton;10,5;-37,928940000000004;145,00341;Southern Metropolitan
10/196 North Rd;Brighton East;10,3;;;Southern Metropolitan
2 Deakin Ct;Broadmeadows;14,0;;;Northern Metropolitan
5 Evans Ct;Broadmeadows;14,0;-37,69265;144,92653;Northern Metropolitan
3/52 Jacana Av;Broadmeadows;14,0;;;Northern Metropolitan
18 Katunga Cr;Broadmeadows;14,0;-37,67641;144,91435;Northern Metropolitan
54 Ophir St;Broadmeadows;14,0;-37,68983;144,93499;Northern Metropolitan
30 Pinrush Rd;Brookfield;29,8;-37,69104;144,54532;Western Victoria
77 Corrigan Av;Brooklyn;6,4;-37,820009999999996;144,84245;Western Metropolitan
1/46 Davies St;Brunswick;5,2;-37,75715;144,96823999999998;Northern Metropolitan
11 Marks St;Brunswick;5,2;-37,768609999999995;144,96848;Northern Metropolitan
1 North St;Brunswick;5,2;-37,76171;144,97186000000002;Northern Metropolitan
22/74 Tinning St;Brunswick;5,2;;;Northern Metropolitan
1/51 Brunswick Rd;Brunswick East;4,0;-37,7784;144,97404;Northern Metropolitan
3/51 Brunswick Rd;Brunswick East;4,0;-37,77818;144,97412;Northern Metropolitan
24 Ethel St;Brunswick East;4,0;-37,772059999999996;144,9754;Northern Metropolitan
2/38 Ethel St;Brunswick East;4,0;-37,77169;144,97557;Northern Metropolitan
603/29 Nicholson St;Brunswick East;4,0;-37,77887;144,97797;Northern Metropolitan
17 Roberts St;Brunswick East;4,0;-37,76695;144,98203999999998;Northern Metropolitan
17 Cohuna St;Brunswick West;5,2;-37,77279;144,94069;Northern Metropolitan
8/24 Daly St;Brunswick West;5,2;-37,76774;144,94442;Northern Metropolitan
7/80 Hopetoun Av;Brunswick West;5,2;-37,75201;144,9336;Northern Metropolitan
8/8 Balaka Pl;Bundoora;12,1;-37,70106;145,06614;Northern Metropolitan
5 Gray Ct;Bundoora;12,1;;;Northern Metropolitan
7 Nolan Cl;Bundoora;12,1;-37,694379999999995;145,07709;Northern Metropolitan
383 Burwood Hwy;Burwood;10,4;-37,85156;145,13054;Southern Metropolitan
1/14 Hughes St;Burwood;10,4;;;Southern Metropolitan
12/6 Yarra Bing Cr;Burwood;10,4;-37,85088;145,12466;Southern Metropolitan
1/2 Ellesmere Rd;Burwood East;14,7;-37,853770000000004;145,15511999999998;Eastern Metropolitan
42 Stockton Dr;Cairnlea;14,8;-37,75481;144,78173999999999;Western Metropolitan
16 Westbury St;Cairnlea;14,8;-37,76048;144,78847;Western Metropolitan
52 Ellsworth Cr;Camberwell;7,7;-37,841429999999995;145,08705;Southern Metropolitan
78 Fordham Av;Camberwell;7,7;-37,84115;145,0743;Southern Metropolitan
1/43 Inglesby Rd;Camberwell;7,7;-37,83473;145,05698;Southern Metropolitan
6 Regent St;Camberwell;7,7;-37,84403;145,09545;Southern Metropolitan
11/596 Riversdale Rd;Camberwell;7,7;-37,83227;145,06325;Southern Metropolitan
2/37 Thomas St;Camberwell;7,7;-37,84237;145,09257;Southern Metropolitan
30 Woodlands Av;Camberwell;7,7;-37,83445;145,07246999999998;Southern Metropolitan
410/1 Bouverie St;Carlton;1,6;-37,806090000000005;144,96122;Northern Metropolitan
384 Canning St;Carlton North;3,5;-37,78829;144,97476;Northern Metropolitan
9/1062 Lygon St;Carlton North;3,5;;;Northern Metropolitan
2/8 Beena Av;Carnegie;10,1;-37,888659999999994;145,06305;Southern Metropolitan
13/1150 Dandenong Rd;Carnegie;10,1;-37,885059999999996;145,06411;Southern Metropolitan
5a Hethersett Gr;Carnegie;10,1;;;Southern Metropolitan
1/80 Truganini Rd;Carnegie;10,1;-37,89178;145,0539;Southern Metropolitan
10 Risley Cl;Caroline Springs;14,8;-37,73868;144,7325;Western Metropolitan
29 Whatley St;Carrum;31,2;-38,07912;145,12965;South-Eastern Metropolitan
9 Pinewood Dr;Carrum Downs;34,9;-38,09798;145,18737;South-Eastern Metropolitan
40/15 Hawthorn Rd;Caulfield North;7,8;-37,867459999999994;145,02591;Southern Metropolitan
1/17 Carramar St;Chadstone;11,7;;;Southern Metropolitan
1/6 Crana Ct;Chadstone;11,7;-37,87883;145,09741;Southern Metropolitan
364 Station St;Chelsea;27,0;-38,05635;145,11836;South-Eastern Metropolitan
11 Rebecca Cl;Chelsea Heights;27,0;-38,03335;145,13212;South-Eastern Metropolitan
22 Cavanagh St;Cheltenham;17,9;-37,9641;145,06547;Southern Metropolitan
4/163 Centre Dandenong Rd;Cheltenham;17,9;-37,96718;145,07681000000002;Southern Metropolitan
104/19 Hall St;Cheltenham;17,9;;;Southern Metropolitan
3/33 Sunray Av;Cheltenham;17,9;-37,96304;145,06421;Southern Metropolitan
6B Tenham Gr;Cheltenham;17,9;;;Southern Metropolitan
8 Elliminya Ct;Clarinda;17,5;-37,93759;145,10028;South-Eastern Metropolitan
6/1 Marshall Pl;Clifton Hill;3,6;-37,78884;144,99945;Northern Metropolitan
117 Roseneath St;Clifton Hill;3,6;-37,79274;144,99863;Northern Metropolitan
7/16 The Esplanade;Clifton Hill;3,6;-37,78791;145,00588;Northern Metropolitan
3/7 Dare St;Coburg;6,7;-37,74945;144,96737;Northern Metropolitan
68 Marks St;Coburg;6,7;-37,74892;144,95758999999998;Northern Metropolitan
4/94 The Grove;Coburg;6,7;-37,75287;144,97743;Northern Metropolitan
17 Delta Av;Coburg North;6,7;-37,72165;144,95853;Northern Metropolitan
38A Mashoobra St;Coburg North;6,7;-37,72087;144,95636000000002;Northern Metropolitan
39 Peterson Av;Coburg North;6,7;-37,73323;144,98228;Northern Metropolitan
10 Shore Gr;Coburg North;6,7;-37,731559999999995;144,97087;Northern Metropolitan
470 Barry Rd;Coolaroo;17,4;-37,665079999999996;144,93506000000002;Northern Metropolitan
5 Brayford Nk;Craigieburn;20,6;;;Northern Metropolitan
15 Champion Pde;Craigieburn;20,6;-37,593920000000004;144,89956;Northern Metropolitan
12 Glacier St;Craigieburn;20,6;;;Northern Metropolitan
10 Olympic Wy;Craigieburn;20,6;-37,58505;144,93591999999998;Northern Metropolitan
