Address	Type	Rooms	Bathroom	CarSpots	Landsize	BuildingArea	YearBuilt
5 Allan St	house	4	2.0	2.0	537.0	231.33	2015.0
2 Derry St	house	4	2.0	2.0	746.0	161.0	1950.0
7 Rita St	house	3	1.0	2.0	551.0		
4 Ashworth St	house	3	1.0	1.0	178.0	116.0	1910.0
13/123 Beaconsfield Pde	flat	1	1.0	1.0	0.0	64.0	1888.0
70B Beaconsfield Pde	townhouse	4	2.0	2.0	233.0		
102 Graham St	house	3	2.0	0.0	130.0		
374 Montague St	house	3	2.0	0.0	140.0		
75 Richardson St	house	2	1.0	1.0	263.0		
30 Boyd St	house	3	2.0	0.0	260.0		
5 Dundas Pl	house	3	1.0	0.0	144.0	160.0	1885.0
21 Finlay St	house	2	1.0	1.0	236.0		
3 Moubray St	house	4	2.0	1.0	131.0	207.0	1997.0
28 Hambleton St	house	4	1.0	0.0	306.0		
91 Page St	house	3	1.0	1.0	163.0	85.0	1890.0
32 Young St	house	3	2.0	0.0	138.0		
6 Gray La	house	3	1.0	1.0	185.0		
81 Merton St	house	4	3.0	0.0	135.0	210.0	1880.0
2A Mills St	townhouse	2	1.0	1.0	115.0		
46 Withers St	house	2	1.0	0.0	111.0	70.0	1915.0
15 Welsh Wy	townhouse	3					
10/90 Yarralea St	flat	1	1.0	1.0	915.0		
15 Bank St	house	3					
57 Yarralea St	townhouse	3	2.0	2.0	528.0		1967.0
55 Bennett St	house	4	2.0	2.0	600.0		
3/34 Grange Rd	flat	1	1.0	1.0	0.0		
53 Second Av	house	3					
83 Second Av	house	3					
14 Seventh Av	house	3					
3 Fourth Av	house	3					
22 Marigold Av	house	3					
269 Blackshaws Rd	house	3	1.0	2.0	606.0	109.0	1970.0
3/287 Blackshaws Rd	townhouse	2					
68 Chambers Rd	house	3	1.0	2.0	534.0		
60 Fifth Av	house	3					
60 Rosala Av	house	7					
17 Cherry Av	house	3					
3/16 Bryan Av	flat	1					
23 Rymill Ct	house	3	1.0	3.0	535.0	132.0	1970.0
22 Baldwin St	house	2	2.0	3.0	311.0		
10 Eileen St	house	3	1.0	2.0	250.0		1893.0
5/29 Mercer Rd	townhouse	2	2.0	1.0	189.0		
49 Denbigh Rd	house	3	2.0	2.0	294.0		
8/15 Egerton Rd	flat	2	1.0	1.0	0.0	66.23	1960.0
14 Barkly Av	townhouse	3					
25 Densham Rd	house	3	2.0	0.0	335.0		
4 Gladstone Av	house	3					
20 Rose St	house	2	1.0	1.0	163.0	95.0	1890.0
43 Lambeth Av	house	3					
4/48 New St	flat	3	2.0	2.0	1803.0		2011.0
18 Rose St	house	2	2.0	0.0	195.0		
4/10 St Georges Rd	townhouse	3	2.0	2.0	0.0		
1/5 The Terrace	flat	2	1.0	1.0	869.0	74.0	1980.0
8/16 Wattletree Rd	flat	2	1.0	2.0	0.0		
7/7 Wattletree Rd	flat	2	1.0	0.0	0.0	71.0	1963.0
6/15 Denbigh Rd	flat	2	1.0	1.0	0.0	85.0	1970.0
1/25 Mercer Rd	flat	3	2.0	3.0	395.0		
6/581 Orrong Rd	flat	1	1.0	0.0	0.0	48.0	1966.0
8 Anderson St	house	5	3.0	3.0	468.0	274.0	1925.0
51 Fisher Pde	house	3	2.0	3.0	950.0	152.0	1960.0
72 Bloomfield Rd	house	2	1.0	1.0	226.0	98.0	1920.0
3 Dalgety Dr	house	3	2.0	2.0	209.0		2009.0
4/225 Maribyrnong Rd	townhouse	2	2.0	1.0	103.0		
5/9 Sandown Rd	townhouse	4	3.0	2.0	0.0	159.0	2011.0
21 Station Av	house	2					
61 Brown Av	house	3					
7 Elliott St	house	3	2.0	1.0	542.0		
8 Fenton St	house	3	2.0	0.0	270.0		1910.0
17 Monash St	house	3	1.0	2.0	538.0		
136 The Parade	house	2	1.0	0.0	341.0		
35 Brown Av	house	3					
3 Federation St	house	2	1.0	1.0	202.0		
40 Kent St	house	4	3.0	2.0	230.0		
44 Electra Av	house	3					
5 Harcourt St	house	2	1.0	2.0	803.0	95.0	1950.0
217 Huntingdale Rd	house	4	1.0	1.0	656.0		
2/17 May Park Av	townhouse	4					
1/7 Queens Pde	flat	2	1.0	1.0	78.0	59.0	1970.0
3/5 Yunki Ct	townhouse	2	1.0	2.0	162.0		2010.0
16 Jingella Av	house	4					
1/2 Keats Ct	flat	2	1.0	1.0	230.0		
87 Ashwood Dr	house	3	1.0	0.0	727.0		
1/22 Eildon Rd	flat	3					
2/25 Parkhill Dr	flat	3	1.0	2.0	321.0	130.0	1960.0
2/5 Parkhill Dr	flat	3	2.0	2.0	235.0	130.0	2006.0
1/2 Edmonds Av	townhouse	3					
37 Jingella Av	house	3					
33a Deutscher St	flat	3	2.0	1.0	292.0	150.0	2008.0
34 South Tce	house	5					
32 Medfield Av	house	3					
39 Ridge Dr	house	3	1.0	2.0	615.0		
47 Wood St	house	4	1.0	2.0	697.0		
6 Sovereign Wy	house	4					
16 Cortina Pl	house	4	3.0	2.0	656.0	322.0	1990.0
4 Camille Ct	house	5	2.0	2.0	889.0		
30 Clarendon St	house	3	1.0	1.0	551.0		
53 Doyle St	house	3	1.0	1.0	585.0	99.0	1960.0
23 Langham St	house	3					
30 Lorgrove Ct	house	4	3.0	3.0	857.0		
7 The Nook	house	4	1.0	1.0	664.0	131.0	1937.0
25 Rookwood St	house	2	1.0	2.0	667.0	130.0	1955.0
2/60 Sweyn St	townhouse	3	2.0	2.0	215.0	3.0	2003.0
45 Viewhill Rd	house	3					
24 Yeneda St	house	3	1.0	1.0	696.0		
17 Cumberland Av	house	4					
5 Cumberland Av	house	4					
103 Longview Rd	house	4	2.0	2.0	627.0		
2/21 Pavo St	flat	3	1.0	1.0	350.0	120.0	1950.0
35 Sylvander St	house	4	3.0	2.0	636.0	227.0	1960.0
27 Trentwood Av	house	3					
18 Woodville St	house	4	2.0	1.0	677.0		
2A Maylands Av	house	3					
4 Singleton Rd	house	4	1.0	1.0	795.0		
2/87 Tannock St	flat	2	2.0	1.0	196.0		1994.0
7 Wynyard Cr	house	5					
1b Yeneda St	townhouse	3					
3 Frank St	house	5	3.0	3.0	1174.0	376.0	2008.0
19 Jocelyn Av	house	3					
48 Longview Rd	house	5	3.0	2.0	700.0		2004.0
215 Doncaster Rd	house	3	0.0	0.0	818.0		
5 Jason Ct	house	4	3.0	2.0	707.0	197.0	1965.0
5 Jocelyn Av	house	3					
16 Ventnor St	house	4	3.0	2.0	627.0	213.0	1970.0
345 Waterdale Rd	house	3	1.0	2.0	730.0		
125 Oriel Rd	house	3	2.0	3.0	601.0	101.51	1950.0
19 Plunkett St	house	3	3.0	1.0	390.0	162.0	2013.0
2 Delhi St	house	2	1.0	4.0	616.0		
10 Luckins Rd	house	3	1.0	2.0	657.0		
2/4 Lydia St	flat	3	1.0	1.0	0.0	108.0	1957.0
23 Auckland St	house	2	1.0	3.0	579.0		
28 Campbell St	house	6	2.0	2.0	702.0		1926.0
42 Hutchinson St	flat	2	1.0	3.0	225.0		
4/2 Jasper Rd	townhouse	2	2.0	1.0	0.0		2012.0
63A London St	townhouse	3	3.0	2.0	293.0	212.0	2007.0
43B South Av	flat	3					
4/10 Blair St	townhouse	4	2.0	1.0	207.0		2007.0
23A Fromer St	townhouse	3	2.0	2.0	334.0		2006.0
7 Huntley Rd	house	4	2.0	2.0	630.0	300.0	2013.0
1 Pascoe Av	townhouse	4					
24 Sunnyside Gr	house	3	2.0	2.0	326.0	149.0	2005.0
197A Jasper Rd	townhouse	3	3.0	2.0	338.0	194.0	2012.0
25B Luckins Rd	townhouse	4	2.0	2.0	352.0		
3 Rogers Rd	house	3	1.0	2.0	614.0		
7 Rosina St	house	4	2.0	2.0	650.0		1996.0
5 Smith St	house	3	2.0	2.0	674.0		
8/28 Clairmont Av	townhouse	3					
6b Howell St	flat	3	1.0	2.0	242.0		
8 Plym St	house	4	2.0	2.0	478.0		
2/23 Whitmuir Rd	flat	3	1.0	1.0	681.0		1960.0
52a Tucker Rd	flat	2	1.0	1.0	0.0	115.0	2006.0
1/12 Hull St	house	3					
12 Kashmira St	house	2	1.0	2.0	558.0		
1 Melva St	house	4	3.0	2.0	635.0	200.0	1950.0
27 Yarraburn Cl	house	4	2.0	1.0	274.0	195.3	2005.0
7 Celia St	house	3	1.0	3.0	337.0	100.0	1950.0
961 Centre Rd	house	3	1.0	3.0	620.0		
1/65 Blamey St	house	3	1.0	2.0	290.0		2006.0
5B Cavalier St	townhouse	3	2.0	2.0	291.0	181.0	2010.0
1/32 Elizabeth St	townhouse	3	1.0	2.0	162.0		
79 Latham St	house	4					
1084 North Rd	house	3	1.0	2.0	600.0		
122B Tambet St	townhouse	3	2.0	2.0	369.0		
29 Argyle St	house	3	1.0	2.0	625.0		
28B Barrington St	townhouse	3	2.0	2.0	372.0	180.0	2008.0
31 Beddoe Av	house	4					
28b Blamey St	townhouse	5					
1/22 Brooks St	townhouse	3	2.0	2.0	301.0		2000.0
40a Brosnan Rd	townhouse	3					
4/650 Centre Rd	flat	2					
6 Elswill St	house	5	2.0	2.0	652.0		
1 Heather St	house	2	1.0	2.0	848.0		
20A Hinkler Av	townhouse	3					
12 Langslow St	townhouse	4					
1/62 Tudor St	house	3	1.0	1.0	294.0	105.0	1950.0
2/575 Warrigal Rd	townhouse	3	2.0	2.0	321.0		
1/5 Lois Ct	flat	3					
2/16 Argyle St	flat	2	1.0	1.0	1026.0	68.11	1970.0
4 Box Ct	house	3	1.0	2.0	733.0		
1/33 Brady Rd	townhouse	3					
12A Celia St	townhouse	3					
2/10 Chester St	flat	3	1.0	1.0	289.0		
13 Delma St	house	3	1.0	2.0	689.0		
16A Denver St	townhouse	4					
16b Denver St	townhouse	4					
15 Lilac St	house	4	1.0	2.0	587.0	161.0	1950.0
68 Mawby Rd	house	3	1.0	2.0	589.0	158.0	
978 North Rd	house	3	2.0	2.0	557.0	119.0	1960.0
1/27 Schulz St	townhouse	3					
68 Tambet St	house	3	1.0	1.0	612.0		
76 Wingate St	house	3	3.0	2.0	604.0		1960.0
5/10 Camelia St	flat	2	1.0	1.0	171.0	80.0	2014.0
4/1 Via Media	flat	3	2.0	2.0	0.0	112.6	1980.0
24 Alexander St	house	5	2.0	2.0	689.0		
2/13 Oxford St	flat	2	1.0	1.0	0.0		
32 Sweetland Rd	house	3	1.0	2.0	414.0		
35 Barkly St	house	3	1.0	2.0	689.0	152.0	1920.0
22 Combarton St	house	5	2.0	2.0	631.0		
1A Maple St	townhouse	2	1.0	1.0	257.0		
4/18 Barkly St	flat	2	1.0	1.0	156.0		1980.0
11 Howard St	house	3	2.0	2.0	693.0	158.0	1925.0
9 Clydesdale St	house	3	1.0	2.0	620.0		
15 Standard Av	house	3					
1/16 Barrie Ct	flat	2					
96 Duke St	house	2	1.0	2.0	555.0	74.0	1950.0
1/89 Hargreaves Cr	house	4					
1 Hinkler St	house	3	1.0	2.0	597.0		
3/11 Margaret Cr	townhouse	3					
16 Menzies St	house	2	1.0	1.0	604.0	82.0	1950.0
13/25 Marnoo St	townhouse	3	2.0	1.0	145.0	107.0	2003.0
10 Sedge Cl	house	4	3.0	2.0	475.0	319.0	2002.0
30 Shepherd St	house	3	1.0	3.0	586.0		
3 Lawrence St	house	2					
21 Manor St	house	5	3.0	3.0	645.0	385.0	2000.0
35 William St	house	4	3.0	2.0	551.0	288.0	1990.0
33 Brickwood St	house	3	2.0	2.0	517.0	195.0	1920.0
81 Carpenter St	townhouse	4	4.0	2.0	473.0	292.0	2013.0
161 Church St	house	5	4.0	4.0	1276.0		1880.0
36 Meek St	house	3	2.0	2.0	393.0		
2 Normanby St	house	3	2.0	2.0	0.0	167.0	1980.0
147 North Rd	townhouse	2	1.0	1.0	444.0	182.0	1915.0
24 North Rd	house	4	2.0	2.0	920.0	333.0	1990.0
8/20 Yuille St	townhouse	3	2.0	4.0	0.0	145.0	1970.0
3/136 New St	flat	3	2.0	1.0	188.0		
433 New St	house	4	2.0	2.0	473.0	220.0	1920.0
552 New St	house	3	3.0	2.0	440.0		
38/568 New St	flat	2	1.0	1.0	1647.0	73.0	2004.0
50 Outer Cr	house	4					
8/3 Railway Av	flat	2					
3/1 Thomson St	house	4	2.0	2.0	286.0	283.0	1999.0
39 Warleigh Gr	house	2	1.0	1.0	873.0		
138 Bay St	house	3	2.0	3.0	503.0		
1/21 Brickwood St	flat	2	1.0	1.0	118.0		1975.0
62A Cole St	house	3	2.0	4.0	320.0		2008.0
2 Enfield Rd	house	4	2.0	3.0	731.0		1926.0
3 Hayball Ct	house	4	3.0	2.0	402.0		
1/76 Whyte St	townhouse	2	1.0	2.0	211.0		1970.0
56 Asling St	townhouse	3	2.0	2.0	0.0	189.0	1935.0
43 Black St	house	4	2.0	2.0	613.0	169.0	1920.0
5 Blairgowrie Ct	house	3	2.0	4.0	649.0	195.0	1967.0
19b Brickwood St	townhouse	4					
19B Brickwood St	townhouse	4					
868 Hampton St	house	3	1.0	1.0	431.0		
3/12 Wellington St	flat	3	2.0	2.0	0.0	109.0	1975.0
3/30 Grosvenor St	house	4	3.0	2.0	263.0		2005.0
3 Rose St	townhouse	2	1.0	1.0	238.0		
21B Creswick St	house	3	3.0	2.0	500.0		
52 Glencairn Av	house	4					
1/22 Gleniffer Av	flat	3					
696A Hawthorn Rd	house	3					
1/373 South Rd	flat	3	1.0	1.0	137.0		
7 Billson St	house	5	2.0	2.0	780.0	206.0	1950.0
36 Clinton St	house	4	2.0	1.0	596.0		
4/25 Cluden St	flat	2	1.0	3.0	238.0		
1 Curzon St	house	3	1.0	2.0	688.0		
40 Hodder St	house	3	1.0	1.0	597.0	131.0	1925.0
119 Marriage Rd	townhouse	3					
22 Milliara Gr	house	8	3.0	3.0	614.0		
5 Valdemar Ct	house	3	1.0	2.0	590.0		
12 Agnew St	house	3	2.0	2.0	530.0		1886.0
1 Bourneville Av	house	5					
22 Carr St	house	3	1.0	2.0	696.0		
6/101 Centre Rd	townhouse	2					
15 Gleniffer Av	house	5					
23 Grant St	house	4	2.0	2.0	582.0	218.0	1970.0
10 Margaret St	house	5	4.0	3.0	644.0	121.0	1950.0
62 Marriage Rd	house	5	3.0	2.0	601.0		1940.0
2C Ratho Av	townhouse	3					
7 Roberts Ct	house	3	1.0	3.0	724.0		
239 South Rd	house	3	1.0	2.0	677.0		
1/187 Thomas St	house	3	2.0	2.0			
37 Union St	house	4	2.0	2.0	608.0	193.0	1925.0
6 Coronation St	house	3	1.0	1.0	590.0		
171 Dendy St	house	4	2.0	2.0	410.0		
46 Glencairn Av	house	2					
7 Holmhurst Ct	townhouse	4	3.0	2.0	312.0	118.0	1950.0
55 Milroy St	house	5	3.0	2.0	583.0	271.0	2009.0
7/36 Union St	townhouse	3	2.0	1.0	119.0	160.0	2000.0
61 Amelia St	townhouse	3					
129 Glenlyon Rd	house	3	1.0	2.0	506.0	196.8	1921.0
217 Victoria St	house	3	1.0	0.0	282.0	112.0	1900.0
4/287 Albion St	house	1	1.0	1.0	85.0		
2/199 Barkly St	flat	1	1.0	1.0	0.0	58.0	2010.0
10 Bennie St	house	3	1.0	1.0	249.0	116.0	1925.0
373 Brunswick Rd	house	3	2.0	3.0	299.0		
2/15 De Carle St	flat	2	1.0	1.0	638.0	48.0	1970.0
1 Denman St	house	4	2.0	1.0	459.0		
38 Edward St	house	3	2.0	1.0	192.0	120.0	1910.0
1/19 Manallack St	house	4	2.0	1.0	373.0	200.0	2009.0
16 Second Av	house	3					
10 Staley St	house	3	1.0	1.0	318.0		1927.0
8/93 Tinning St	flat	1	1.0	1.0	1403.0		
4/126 Albion St	flat	2	1.0	1.0	0.0	53.0	1970.0
17 Ballarat St	house	2	1.0	1.0	153.0		
2/138 Brunswick Rd	townhouse	2	1.0	1.0	112.0		2000.0
94 Davies St	house	4	2.0	4.0	650.0	173.45	1950.0
25/5 Evans St	townhouse	3	2.0	1.0	122.0	140.0	2012.0
7/675 Park St	flat	1	1.0	1.0	0.0	51.0	1970.0
7/200 Albion St	flat	2	1.0	1.0	430.0	258.0	2006.0
8 Brett St	house	2	1.0	0.0	628.0		
6/1 Heller St	house	4	3.0	2.0	0.0	212.0	2012.0
41 Mountfield St	house	3	1.0	2.0	304.0		
286 Barkly St	house	1	1.0	0.0	225.0		
1/135 Brunswick Rd	townhouse	2	1.0	1.0	109.0		2011.0
68 Gold St	house	3	1.0	0.0	222.0		
13 Goodman St	house	2	1.0	0.0	148.0	75.0	1890.0
8/380 Lygon St	flat	2					
64 Tinning St	house	3	1.0	2.0	80.0		
2/139 Union St	flat	2	1.0	1.0	557.0	57.0	1960.0
251 Albion St	house	4	2.0	4.0	670.0		
16/195 Brunswick Rd	flat	2					
11 Garnet St	house	3	1.0	1.0	408.0		
9 Goodman St	house	2	1.0	0.0	1328.0		1880.0
164 Blyth St	house	4	1.0	2.0	449.0	159.0	1930.0
17 Lomandra Wky	townhouse	2					
7/105 Victoria St	flat	1	1.0	1.0	0.0	63.0	1980.0
15 Hickford St	house	4	2.0	1.0	405.0		1930.0
22 Hickford St	house	2	1.0	1.0	263.0	109.0	1910.0
7 Leyden St	house	2	1.0	0.0	121.0		
5 Linden St	house	2	1.0	0.0	137.0	67.0	1890.0
503/200 Lygon St	flat	2	1.0	1.0	1556.0		2013.0
906/330 Lygon St	flat	2	1.0	1.0	1611.0		
1/134 Mitchell St	flat	2	1.0	1.0	0.0		
235 Nicholson St	house	1	1.0	0.0	365.0		
15/67 Nicholson St	flat	2	1.0	1.0	0.0	70.0	2011.0
41 Gear St	townhouse	2	1.0	1.0	3886.0		
314/360 Lygon St	flat	1	1.0	1.0	0.0		
3/6 Methven St	flat	2	1.0	2.0	65.0		1960.0
6 Waihi Av	house	3					
9/211 Weston St	flat	2	1.0	2.0	0.0	96.0	2005.0
7 Weigall St	house	3	1.0	3.0	446.0	125.0	1940.0
8/206 Lygon St	flat	2					
1/5 Allard St	flat	2	1.0	1.0	1097.0	67.0	1970.0
46/2 Centennial Av	flat	2					
6A Duggan St	townhouse	3	1.0	2.0	176.0		2000.0
22 Henderson St	house	2	1.0	0.0	207.0	77.0	1950.0
1 McLean St	house	3	3.0	1.0	131.0	109.0	2008.0
3/10 Melville Rd	townhouse	3					
191 Hope St	house	3	1.0	3.0	591.0	113.0	1920.0
6/36 Murray St	flat	2					
23 Newman St	house	3	2.0	2.0	491.0		2006.0
48 Smith St	house	3	1.0	1.0	380.0		
28 Cadman St	house	3	1.0	2.0	465.0		
39/2 Centennial Av	flat	2					
63A Hunter St	house	3	1.0	1.0	335.0	113.0	1940.0
4 James St	house	3	1.0	1.0	372.0		
10 Shamrock St	house	3	2.0	1.0	169.0	139.0	1900.0
16 Coronation St	house	3	1.0	1.0	526.0		
2/31 Cumming St	townhouse	3	1.0	2.0	109.0	104.0	2010.0
2/11 Howson St	flat	2	1.0	1.0	559.0	57.0	1970.0
13/33 McLean St	townhouse	2	1.0	1.0	133.0		1980.0
1 Zeal St	house	3	1.0	2.0	585.0		
6/10 Fitzgibbon Av	flat	2					
507 Brunswick Rd	house	3	1.0	2.0	683.0		
4/17 Howson St	house	2	1.0	1.0	0.0	59.0	1970.0
4/13 Larnoo Av	house	1					
141 Pearson St	house	4	2.0	2.0	518.0	160.0	1980.0
1/15 Allen St	flat	3	1.0	1.0	0.0	110.0	1999.0
2/1 Colite St	townhouse	2	1.0	2.0	135.0	76.0	1970.0
33 Lindsay St	house	4	2.0	2.0	780.0		
4/62 Manningham Rd	townhouse	4	2.0	2.0	190.0	133.0	2000.0
43 Lincoln Dr	house	3	1.0	1.0	603.0		
22 Russell St	house	3	2.0	3.0	709.0	143.0	1970.0
4 Robinson Gr	house	5	4.0	4.0	564.0	185.0	1955.0
3/16 Carrathool St	townhouse	2					
4/16 Carrathool St	townhouse	4					
1/54 Furneaux Gr	house	5	2.0	2.0	411.0		
4A Helene St	townhouse	3	3.0	2.0	375.0		2000.0
7 Mangan St	house	3	1.0	0.0	353.0		
33 Walter St	house	3	2.0	2.0	746.0		
5 England St	house	4	1.0	2.0	607.0		
38 Nirvana Cr	house	3					
3 Westminster Av	house	4					
24 Andrews St	house	6	2.0	2.0	665.0	209.0	1950.0
165 Highbury Rd	house	4	1.0	3.0	697.0		
3/51 Middleborough Rd	flat	2	1.0	1.0	153.0		1970.0
3/12 Somers St	flat	2	1.0	1.0	81.0		1965.0
15 Summit Rd	house	3	1.0	2.0	827.0		
1/24 Daniel St	townhouse	3	2.0	2.0	267.0	150.0	2012.0
68 Somers St	house	3	2.0	3.0	620.0		
5 Fletcher Pde	house	4	2.0	2.0	600.0		
1/10 Gillard St	house	2	1.0	1.0	271.0	160.0	
362 Burwood Hwy	house	2	1.0	1.0	698.0	196.0	1960.0
37 Haig St	house	3	2.0	4.0	862.0	179.3	1950.0
1/13 Johnston St	flat	4	1.0	2.0	360.0		1990.0
16 Malvina St	house	3	2.0	1.0	652.0		
19 Bronte Av	house	3					
212 Burwood Hwy	house	6	3.0	3.0	646.0		
1 Leonard St	house	3	1.0	1.0	620.0	130.0	1950.0
3/3 Talbett St	townhouse	4	3.0	2.0			
1A Worrall St	house	3	2.0	2.0	350.0		
2/11 Aylwin Av	townhouse	2					
3/9 Cromwell St	flat	3	1.0	2.0	182.0	107.0	1998.0
46 Cumming St	house	4	2.0	1.0	863.0	165.0	1940.0
49 Peacock St	house	3	1.0	1.0	566.0		1960.0
19 Pearce St	house	5	1.0	2.0	633.0	182.0	1960.0
2/65 Athelstan Rd	flat	4	3.0	0.0	477.0	257.0	1990.0
36 Cochran Av	house	4					
114 Through Rd	house	3	1.0	2.0	643.0	116.0	1920.0
8 Tyrone St	house	3	2.0	1.0	766.0		
2/1 Collings St	house	3					
29 Mabel St	house	4	2.0	0.0	670.0	176.0	1930.0
21 Radnor St	house	4	1.0	3.0	572.0	150.0	1910.0
3/18 Regent St	house	2	1.0	2.0	239.0		
4/24 Seville St	flat	2	1.0	1.0	512.0		
2/171 Wattle Valley Rd	flat	3					
49 Bellett St	house	4	2.0	3.0	696.0		
20 Crellin Gr	house	2	1.0	3.0	633.0	134.3	1960.0
26 Ellsworth Cr	house	4					
72 Hunter Rd	house	3	2.0	2.0	575.0	155.0	2000.0
6 Kingsley St	house	4	2.0	1.0	790.0	251.0	1890.0
34 Morey St	house	4	3.0	2.0	728.0		
2/25 Range St	flat	3	1.0	1.0	1192.0	100.0	1966.0
96A Through Rd	house	3	2.0	2.0	324.0		
1274 Toorak Rd	house	3	1.0	2.0	809.0	149.0	1930.0
10 Wilson Gr	house	2	1.0	0.0	429.0		
34 Aisbett Av	house	3					
21 Avenue Rd	house	3	1.0	2.0	400.0	145.0	1890.0
10/5 Fermanagh Rd	flat	2	1.0	1.0	0.0	80.0	1960.0
28 Kintore St	house	4	4.0	3.0	892.0		
30 Moorhouse St	house	4	2.0	2.0	742.0	280.0	1997.0
34 Moorhouse St	house	4	3.0	1.0	600.0	264.0	1900.0
22 Spencer Rd	house	4	1.0	1.0	500.0		
9 Sunnyside Av	house	4					
44 Morey St	house	4	2.0	2.0	468.0		
1/16 Dower St	flat	3	1.0	1.0	112.0	85.0	1960.0
5 East Ct	house	5	4.0	2.0	672.0		
2/6 Glencairn Av	flat	2					
1/796 Riversdale Rd	flat	2	1.0	2.0	130.0		
7 Byron St	house	4	2.0	2.0	413.0		
14 Rubens Gr	house	5	3.0	0.0	715.0		1920.0
4/69 Wattle Valley Rd	flat	2	1.0	1.0	0.0		
17 Bryson St	house	4	2.0	4.0	831.0		
16 Church St	house	4	1.0	1.0	665.0	183.0	1890.0
25 Faversham Rd	house	4	3.0	2.0	789.0		
49 Mangarra Rd	house	5	5.0	4.0	2079.0	464.3	1880.0
36 The Ridge	townhouse	3	2.0	2.0	410.0		
17 View St	house	3	2.0	2.0	857.0	250.0	
132 Lee St	house	2	1.0	0.0	109.0		
235 Amess St	house	4	2.0	1.0	515.0	203.0	1905.0
54 Davis St	house	2	1.0	0.0	101.0		
72 Pigdon St	house	2	1.0	0.0	119.0	76.77	
408 Canning St	house	3	1.0	0.0	167.0		
90 Fenwick St	house	4	1.0	0.0	202.0		
9/600 Station St	flat	1	1.0	0.0	0.0		1940.0
12/869 Drummond St	flat	2					
32 Princes St	house	3	1.0	0.0	223.0		
271 Canning St	house	5	3.0	2.0	268.0		
2/6 Kokaribb Rd	flat	2					
1/376 Neerim Rd	townhouse	4	2.0	2.0	273.0		2000.0
2/60 Woornack Rd	flat	2	1.0	1.0	0.0	73.0	1980.0
60 Miller St	house	2	1.0	1.0	575.0		
12/194 Neerim Rd	flat	1	1.0	1.0	0.0		
2 Newman Av	house	3					
2/28 Oakdene Cr	townhouse	3					
7/26 Shepparson Av	flat	2					
3/13 St Huberts Rd	flat	2	1.0	1.0	172.0	94.0	1976.0
1/27 Beena Av	flat	2					
108/21 Belsize Av	flat	2					
1/80 Oakleigh Rd	flat	3	2.0	2.0	271.0		1997.0
88A Truganini Rd	house	3	2.0	2.0	515.0	156.0	1930.0
4/49 Coorigil Rd	flat	3	1.0	2.0	1103.0	100.0	1987.0
2/13 Emily St	flat	2	1.0	1.0	2.0		
34 Hunter St	house	3	2.0	2.0	585.0		
107/6 Kokaribb Rd	flat	2					
31 Munster Av	house	5					
26 Railway Rd	house	4	2.0	2.0	615.0	193.0	1920.0
4/5 Gnarwyn Rd	flat	1	1.0	1.0	0.0	46.0	1960.0
9/13 Maroona Rd	flat	2					
1/4 Kokaribb Rd	flat	3	1.0	1.0	0.0	84.0	1965.0
3/1015 Glen Huntly Rd	flat	2	1.0	1.0	0.0		
7/1015 Glen Huntly Rd	flat	2	1.0	1.0	0.0		
1/9 Daniell Cr	flat	1					
6/24 Park Cr	flat	1					
8/54 Narong Rd	flat	1	1.0	1.0	750.0	43.0	1965.0
17/1 Whitehall Ct	flat	2	1.0	1.0	0.0		
14/129 Kambrook Rd	flat	2	1.0	1.0	0.0		
5 Kambrook Rd	house	3	2.0	1.0	241.0	195.0	1890.0
330 Balaclava Rd	house	4	1.0	1.0	443.0		
198 Hawthorn Rd	house	4	2.0	2.0	644.0		
2/686 Inkerman Rd	flat	2	1.0	1.0	0.0		1970.0
21 Malvern Gr	house	2	1.0	0.0	249.0	97.0	1900.0
14/378 Dandenong Rd	flat	2	2.0	1.0	0.0	85.0	2011.0
47 Ludbrook Av	house	3					
67 Ludbrook Av	house	5					
2/92 Clarence St	townhouse	3	2.0	2.0	265.0		
26 Gardenvale Rd	house	2	1.0	1.0	534.0		
5/6 Griffiths St	townhouse	3					
9/434 Kooyong Rd	flat	2	1.0	1.0	0.0	71.0	2003.0
131 Sycamore St	house	3	2.0	1.0	305.0	129.0	1925.0
12A Almond St	house	2	1.0	2.0	311.0		
3/178 Sycamore St	flat	2	1.0	1.0	0.0	61.0	1960.0
14 Binalong Av	house	3					
17 Bolwarra St	house	4	2.0	2.0	490.0		
1/2 Jacana St	townhouse	3					
4/6 Kelly St	flat	3	2.0	2.0	235.0	112.0	2000.0
118 Power Av	house	2					
1/23 Stapley Cr	townhouse	3					
1/29 Atkinson St	townhouse	3	1.0	2.0	418.0	132.0	1955.0
2/13 Batesford Rd	flat	3	2.0	2.0	286.0	124.0	2008.0
2/16 Westbrook St	townhouse	3	2.0	2.0	213.0	115.0	2012.0
7 Turnbull St	house	4	1.0	2.0	306.0		
42 Grant St	house	3	1.0	1.0	230.0	127.0	1900.0
101/51 Ramsden St	flat	1					
23 Reillys Wy	house	2					
15/14 The Esplanade	flat	2	1.0	1.0	72.0	90.0	1980.0
15 Dally St	house	2	1.0	0.0	158.0	95.0	1890.0
487 Hoddle St	house	3	1.0	0.0	276.0	170.0	1904.0
32 Myrtle St	house	2	1.0	1.0	168.0		
72 Ramsden St	house	3	1.0	2.0	290.0		
14/14 The Esplanade	flat	1	1.0	1.0	0.0	45.0	1970.0
